,interval_start,annotation
984,561.0,no_tremor
985,561.5,no_tremor
986,562.0,no_tremor
987,562.5,no_tremor
988,563.0,no_tremor
989,563.5,no_tremor
990,564.0,no_tremor
2086,564.5,no_tremor.flat
991,565.0,no_tremor
992,565.5,no_tremor
993,566.0,no_tremor
994,566.5,no_tremor
995,567.0,no_tremor
996,567.5,no_tremor
997,568.0,no_tremor
998,568.5,no_tremor
2087,569.0,no_tremor.flat
2091,569.5,no_tremor.flat
2088,570.0,no_tremor.flat
2092,570.5,no_tremor.flat
2089,571.0,no_tremor.flat
2090,571.5,no_tremor.flat
999,572.0,no_tremor
1000,572.5,no_tremor
1001,573.0,no_tremor
1002,573.5,no_tremor
1003,574.0,no_tremor
1004,574.5,no_tremor
1005,575.0,no_tremor
1006,575.5,no_tremor
1007,576.0,no_tremor
1008,576.5,no_tremor
1009,577.0,no_tremor
1010,577.5,no_tremor
1011,578.0,no_tremor
1012,578.5,no_tremor
1013,579.0,no_tremor
1014,579.5,tremor
1015,580.0,no_tremor
1016,580.5,no_tremor
1017,581.0,no_tremor
1018,581.5,no_tremor
1019,582.0,no_tremor
1020,582.5,no_tremor
1021,583.0,no_tremor
1022,583.5,no_tremor
1023,584.0,no_tremor
1024,584.5,no_tremor
1025,585.0,no_tremor
1026,585.5,no_tremor
1027,586.0,no_tremor
1028,586.5,no_tremor
1029,587.0,no_tremor
1030,587.5,no_tremor
1031,588.0,no_tremor
1032,588.5,no_tremor
1033,589.0,no_tremor
1034,589.5,no_tremor
1035,590.0,no_tremor
1036,590.5,no_tremor
1037,591.0,no_tremor
1038,591.5,no_tremor
1039,592.0,no_tremor
1040,592.5,no_tremor
1041,593.0,no_tremor
1042,593.5,no_tremor
1043,594.0,no_tremor
1044,594.5,no_tremor
1045,595.0,no_tremor
1046,595.5,no_tremor
1047,596.0,no_tremor
1048,596.5,no_tremor
1049,597.0,no_tremor
1050,597.5,no_tremor
1051,598.0,no_tremor
1052,598.5,no_tremor
1053,599.0,no_tremor
1054,599.5,no_tremor
1055,600.0,no_tremor
1056,600.5,no_tremor
1057,601.0,no_tremor
1058,601.5,no_tremor
1059,602.0,no_tremor
1060,602.5,no_tremor
1061,603.0,no_tremor
1062,603.5,no_tremor
1063,604.0,no_tremor
1064,604.5,no_tremor
1065,605.0,no_tremor
1066,605.5,no_tremor
1067,606.0,no_tremor
1068,606.5,no_tremor
1069,607.0,no_tremor
1070,607.5,no_tremor
1071,608.0,no_tremor
1072,608.5,no_tremor
1073,609.0,no_tremor
1074,609.5,no_tremor
1075,610.0,no_tremor
1076,610.5,no_tremor
1077,611.0,no_tremor
1078,611.5,no_tremor
1079,612.0,no_tremor
1080,612.5,no_tremor
1081,613.0,no_tremor
1082,613.5,no_tremor
1083,614.0,no_tremor
1084,614.5,no_tremor
1085,615.0,no_tremor
1086,615.5,no_tremor
1087,616.0,no_tremor
1088,616.5,no_tremor
1089,617.0,no_tremor
1090,617.5,no_tremor
1091,618.0,no_tremor
1092,618.5,no_tremor
1093,619.0,no_tremor
1094,619.5,no_tremor
1095,620.0,no_tremor
1096,620.5,no_tremor
1097,621.0,no_tremor
1098,621.5,no_tremor
1099,622.0,no_tremor
1100,622.5,no_tremor
1101,623.0,no_tremor
1102,623.5,no_tremor
1103,624.0,no_tremor
1104,624.5,no_tremor
1105,625.0,no_tremor
1106,625.5,no_tremor
1107,626.0,no_tremor
1108,626.5,no_tremor
1109,627.0,no_tremor
1110,627.5,no_tremor
1111,628.0,no_tremor
1112,628.5,no_tremor
1113,629.0,no_tremor
1114,629.5,no_tremor
1115,630.0,no_tremor
1116,630.5,no_tremor
1117,631.0,no_tremor
1118,631.5,no_tremor
1119,632.0,no_tremor
1120,632.5,no_tremor
1121,633.0,no_tremor
1122,633.5,no_tremor
1123,634.0,no_tremor
1124,634.5,no_tremor
1125,635.0,no_tremor
1126,635.5,no_tremor
1127,636.0,no_tremor
1128,636.5,no_tremor
1129,637.0,no_tremor
1130,637.5,no_tremor
1131,638.0,no_tremor
1132,638.5,no_tremor
1133,639.0,no_tremor
1134,639.5,no_tremor
1135,640.0,no_tremor
1136,640.5,no_tremor
1137,641.0,no_tremor
1138,641.5,no_tremor
1139,642.0,no_tremor
1140,642.5,no_tremor
1141,643.0,no_tremor
1142,643.5,no_tremor
1143,644.0,no_tremor
1144,644.5,no_tremor
1145,645.0,no_tremor
1146,645.5,no_tremor
1147,646.0,no_tremor
1148,646.5,no_tremor
1149,647.0,no_tremor
1150,647.5,no_tremor
1151,648.0,no_tremor
1152,648.5,no_tremor
1153,649.0,no_tremor
1154,649.5,no_tremor
1155,650.0,no_tremor
1156,650.5,no_tremor
1157,651.0,no_tremor
1158,651.5,no_tremor
1159,652.0,no_tremor
1160,652.5,no_tremor
1161,653.0,no_tremor
1162,653.5,no_tremor
1163,654.0,no_tremor
1164,654.5,no_tremor
1165,655.0,tremor
1166,655.5,no_tremor
1167,656.0,no_tremor
1168,656.5,no_tremor
1169,657.0,no_tremor
1170,657.5,no_tremor
1171,658.0,no_tremor
1172,658.5,no_tremor
1173,659.0,no_tremor
1174,659.5,no_tremor
1175,660.0,no_tremor
1176,660.5,no_tremor
1177,661.0,no_tremor
1178,661.5,no_tremor
1179,662.0,no_tremor
1180,662.5,no_tremor
1181,663.0,no_tremor
1182,663.5,no_tremor
1183,664.0,no_tremor
1184,664.5,no_tremor
1185,665.0,no_tremor
1186,665.5,no_tremor
1187,666.0,no_tremor
1188,666.5,no_tremor
1189,667.0,no_tremor
1190,667.5,no_tremor
1191,668.0,no_tremor
1192,668.5,no_tremor
1193,669.0,no_tremor
1194,669.5,no_tremor
1195,670.0,no_tremor
1196,670.5,no_tremor
1197,671.0,no_tremor
1198,671.5,no_tremor
1199,672.0,no_tremor
1200,672.5,no_tremor
1201,673.0,no_tremor
1202,673.5,no_tremor
1203,674.0,no_tremor
1204,674.5,no_tremor
1205,675.0,no_tremor
1206,675.5,no_tremor
1207,676.0,no_tremor
1208,676.5,no_tremor
1209,677.0,no_tremor
1210,677.5,no_tremor
1211,678.0,no_tremor
1212,678.5,no_tremor
1213,679.0,no_tremor
1214,679.5,no_tremor
1215,680.0,no_tremor
1216,680.5,no_tremor
1217,681.0,no_tremor
1218,681.5,no_tremor
1219,682.0,no_tremor
1220,682.5,no_tremor
1221,683.0,no_tremor
1222,683.5,no_tremor
1223,684.0,no_tremor
1224,684.5,no_tremor
1225,685.0,no_tremor
1226,685.5,no_tremor
1227,686.0,no_tremor
1228,686.5,no_tremor
1229,687.0,no_tremor
1230,687.5,no_tremor
1231,688.0,no_tremor
1232,688.5,no_tremor
1233,689.0,no_tremor
1234,689.5,no_tremor
1235,690.0,no_tremor
1236,690.5,no_tremor
1237,691.0,no_tremor
1238,691.5,no_tremor
2093,692.0,no_tremor.flat
1239,692.5,no_tremor
1240,693.0,no_tremor
1241,693.5,no_tremor
1242,694.0,no_tremor
1243,694.5,no_tremor
1244,695.0,no_tremor
1245,695.5,no_tremor
1246,696.0,no_tremor
1247,696.5,no_tremor
1248,697.0,no_tremor
1249,697.5,no_tremor
2094,698.0,no_tremor.flat
1250,698.5,no_tremor
1251,699.0,no_tremor
1252,699.5,no_tremor
1253,700.0,no_tremor
1254,700.5,no_tremor
1255,701.0,no_tremor
1256,701.5,no_tremor
1257,702.0,no_tremor
1258,702.5,no_tremor
1259,703.0,no_tremor
1260,703.5,no_tremor
1261,704.0,no_tremor
1262,704.5,no_tremor
1263,705.0,no_tremor
1264,705.5,no_tremor
1265,706.0,no_tremor
1266,706.5,no_tremor
1267,707.0,no_tremor
1268,707.5,no_tremor
1269,708.0,no_tremor
1270,708.5,no_tremor
1271,709.0,no_tremor
1272,709.5,no_tremor
1273,710.0,no_tremor
1274,710.5,no_tremor
1275,711.0,no_tremor
1276,711.5,no_tremor
1277,712.0,no_tremor
1278,712.5,no_tremor
1279,713.0,no_tremor
1280,713.5,no_tremor
1281,714.0,no_tremor
2095,714.5,no_tremor.flat
1282,715.0,no_tremor
1283,715.5,no_tremor
1284,716.0,no_tremor
1285,716.5,no_tremor
1286,717.0,no_tremor
1287,717.5,no_tremor
1288,718.0,no_tremor
1289,718.5,no_tremor
1290,719.0,no_tremor
1291,719.5,no_tremor
1292,720.0,no_tremor
1293,720.5,no_tremor
1294,721.0,no_tremor
1295,721.5,no_tremor
1296,722.0,no_tremor
2096,722.5,no_tremor.flat
2097,723.0,no_tremor.flat
2098,723.5,no_tremor.flat
1297,724.0,no_tremor
2100,724.5,no_tremor.flat
2099,725.0,no_tremor.flat
1298,725.5,no_tremor
1299,726.0,no_tremor
1300,726.5,no_tremor
1301,727.0,no_tremor
1302,727.5,no_tremor
1303,728.0,no_tremor
1304,728.5,no_tremor
1305,729.0,no_tremor
1306,729.5,no_tremor
1307,730.0,no_tremor
1308,730.5,no_tremor
1309,731.0,no_tremor
1310,731.5,no_tremor
1311,732.0,no_tremor
1312,732.5,no_tremor
1313,733.0,no_tremor
1314,733.5,no_tremor
1315,734.0,no_tremor
1316,734.5,no_tremor
1317,735.0,no_tremor
2101,735.5,no_tremor.flat
2102,736.0,no_tremor.flat
2107,736.5,no_tremor.flat
2103,737.0,no_tremor.flat
2108,737.5,no_tremor.flat
2104,738.0,no_tremor.flat
2109,738.5,no_tremor.flat
2105,739.0,no_tremor.flat
2110,739.5,no_tremor.flat
2106,740.0,no_tremor.flat
2112,740.5,no_tremor.flat
1318,741.0,no_tremor
1319,741.5,no_tremor
1320,742.0,no_tremor
2113,742.5,no_tremor.flat
1321,743.0,no_tremor
2114,743.5,no_tremor.flat
1322,744.0,no_tremor
2115,744.5,no_tremor.flat
2111,745.0,no_tremor.flat
1323,745.5,no_tremor
1324,746.0,no_tremor
1325,746.5,no_tremor
1326,747.0,no_tremor
1327,747.5,no_tremor
1328,748.0,no_tremor
1329,748.5,no_tremor
1330,749.0,no_tremor
1331,749.5,no_tremor
1332,750.0,no_tremor
1333,750.5,no_tremor
1334,751.0,no_tremor
1335,751.5,no_tremor
1336,752.0,no_tremor
1337,752.5,no_tremor
1338,753.0,no_tremor
1339,753.5,no_tremor
2116,754.0,no_tremor.flat
2117,754.5,no_tremor.flat
1340,755.0,no_tremor
1341,755.5,no_tremor
1342,756.0,no_tremor
1343,756.5,no_tremor
1344,757.0,no_tremor
1345,757.5,no_tremor
1346,758.0,no_tremor
1347,758.5,no_tremor
1348,759.0,no_tremor
1349,759.5,no_tremor
1350,760.0,no_tremor
1351,760.5,no_tremor
1352,761.0,no_tremor
1353,761.5,no_tremor
1354,762.0,no_tremor
1355,762.5,no_tremor
1356,763.0,no_tremor
1357,763.5,tremor
1358,764.0,no_tremor
1359,764.5,no_tremor
1360,765.0,no_tremor
1361,765.5,no_tremor
1362,766.0,tremor
1363,766.5,no_tremor
1364,767.0,no_tremor
1365,767.5,no_tremor
1366,768.0,no_tremor
1367,768.5,no_tremor
1368,769.0,no_tremor
2118,769.5,no_tremor.flat
2119,770.0,no_tremor.flat
1369,770.5,no_tremor
1370,771.0,no_tremor
2120,771.5,no_tremor.flat
1371,772.0,no_tremor
2121,772.5,no_tremor.flat
1372,773.0,no_tremor
1373,773.5,no_tremor
1374,774.0,no_tremor
1375,774.5,no_tremor
1376,775.0,no_tremor
1377,775.5,no_tremor
1378,776.0,no_tremor
1379,776.5,no_tremor
1380,777.0,no_tremor
1381,777.5,no_tremor
1382,778.0,no_tremor
1383,778.5,no_tremor
1384,779.0,no_tremor
1385,779.5,no_tremor
1386,780.0,no_tremor
1387,780.5,no_tremor
1388,781.0,no_tremor
1389,781.5,no_tremor
1390,782.0,no_tremor
1391,782.5,no_tremor
1392,783.0,no_tremor
1393,783.5,no_tremor
1394,784.0,no_tremor
1395,784.5,no_tremor
1396,785.0,no_tremor
1397,785.5,no_tremor
2122,786.0,no_tremor.flat
2123,786.5,no_tremor.flat
1398,787.0,no_tremor
2126,787.5,no_tremor.flat
2124,788.0,no_tremor.flat
2127,788.5,no_tremor.flat
2125,789.0,no_tremor.flat
1399,789.5,no_tremor
1400,790.0,no_tremor
1401,790.5,no_tremor
1402,791.0,no_tremor
2129,791.5,no_tremor.flat
2128,792.0,no_tremor.flat
1403,792.5,no_tremor
1404,793.0,no_tremor
1405,793.5,no_tremor
1406,794.0,no_tremor
1407,794.5,no_tremor
1408,795.0,no_tremor
1409,795.5,no_tremor
1410,796.0,no_tremor
1411,796.5,no_tremor
1412,797.0,no_tremor
1413,797.5,no_tremor
1414,798.0,no_tremor
1415,798.5,no_tremor
1416,799.0,no_tremor
1417,799.5,no_tremor
1418,800.0,no_tremor
1419,800.5,no_tremor
1420,801.0,no_tremor
1421,801.5,no_tremor
1422,802.0,no_tremor
1423,802.5,no_tremor
1424,803.0,no_tremor
1425,803.5,no_tremor
1426,804.0,no_tremor
1427,804.5,no_tremor
1428,805.0,no_tremor
1429,805.5,no_tremor
2130,806.0,no_tremor.flat
1430,806.5,no_tremor
1431,807.0,no_tremor
1432,807.5,no_tremor
1433,808.0,no_tremor
1434,808.5,no_tremor
1435,809.0,no_tremor
2131,809.5,no_tremor.flat
1436,810.0,no_tremor
1437,810.5,no_tremor
1438,811.0,no_tremor
1439,811.5,no_tremor
1440,812.0,no_tremor
1441,812.5,no_tremor
1442,813.0,no_tremor
1443,813.5,no_tremor
1444,814.0,no_tremor
1445,814.5,no_tremor
1446,815.0,no_tremor
1447,815.5,no_tremor
1448,816.0,no_tremor
1449,816.5,no_tremor
1450,817.0,no_tremor
1451,817.5,no_tremor
1452,818.0,no_tremor
1453,818.5,no_tremor
1454,819.0,no_tremor
1455,819.5,no_tremor
1456,820.0,no_tremor
1457,820.5,no_tremor
1458,821.0,tremor
1459,821.5,no_tremor
1460,822.0,no_tremor
1461,822.5,no_tremor
1462,823.0,no_tremor
1463,823.5,no_tremor
1464,824.0,no_tremor
1465,824.5,no_tremor
1466,825.0,no_tremor
1467,825.5,no_tremor
2132,826.0,no_tremor.flat
1468,826.5,no_tremor
1469,827.0,no_tremor
1470,827.5,no_tremor
1471,828.0,no_tremor
1472,828.5,no_tremor
1473,829.0,no_tremor
2133,829.5,no_tremor.flat
2136,830.0,no_tremor.flat
2134,830.5,no_tremor.flat
1474,831.0,no_tremor
2135,831.5,no_tremor.flat
1475,832.0,no_tremor
1476,832.5,no_tremor
1477,833.0,no_tremor
2137,833.5,no_tremor.flat
1478,834.0,no_tremor
1479,834.5,no_tremor
1480,835.0,no_tremor
1481,835.5,no_tremor
2138,836.0,no_tremor.flat
1482,836.5,no_tremor
1483,837.0,no_tremor
1484,837.5,no_tremor
1485,838.0,no_tremor
1486,838.5,no_tremor
1487,839.0,no_tremor
2139,839.5,no_tremor.flat
1488,840.0,no_tremor
1489,840.5,no_tremor
1490,841.0,no_tremor
1491,841.5,no_tremor
1492,842.0,no_tremor
1493,842.5,no_tremor
2140,843.0,no_tremor.flat
1494,843.5,no_tremor
2141,844.0,no_tremor.flat
1495,844.5,no_tremor
1496,845.0,no_tremor
1497,845.5,no_tremor
1498,846.0,no_tremor
1499,846.5,no_tremor
1500,847.0,no_tremor
1501,847.5,no_tremor
1502,848.0,no_tremor
1503,848.5,no_tremor
1504,849.0,no_tremor
1505,849.5,no_tremor
1506,850.0,no_tremor
1507,850.5,no_tremor
1508,851.0,no_tremor
1509,851.5,no_tremor
1510,852.0,no_tremor
1511,852.5,no_tremor
1512,853.0,no_tremor
1513,853.5,no_tremor
1514,854.0,no_tremor
1515,854.5,no_tremor
1516,855.0,no_tremor
1517,855.5,no_tremor
1518,856.0,no_tremor
1519,856.5,no_tremor
1520,857.0,no_tremor
1521,857.5,no_tremor
1522,858.0,no_tremor
1523,858.5,no_tremor
1524,859.0,no_tremor
1525,859.5,no_tremor
1526,860.0,no_tremor
1527,860.5,no_tremor
1528,861.0,no_tremor
1529,861.5,no_tremor
1530,862.0,no_tremor
1531,862.5,no_tremor
1532,863.0,no_tremor
1533,863.5,no_tremor
1534,864.0,no_tremor
1535,864.5,no_tremor
1536,865.0,no_tremor
1537,865.5,no_tremor
1538,866.0,no_tremor
1539,866.5,no_tremor
1540,867.0,no_tremor
1541,867.5,no_tremor
1542,868.0,no_tremor
1543,868.5,no_tremor
1544,869.0,no_tremor
1545,869.5,no_tremor
1546,870.0,no_tremor
1547,870.5,no_tremor
1548,871.0,no_tremor
1549,871.5,no_tremor
1550,872.0,no_tremor
1551,872.5,no_tremor
1552,873.0,no_tremor
1553,873.5,no_tremor
1554,874.0,no_tremor
1555,874.5,no_tremor
1556,875.0,no_tremor
1557,875.5,no_tremor
1558,876.0,no_tremor
1559,876.5,no_tremor
1560,877.0,no_tremor
1561,877.5,no_tremor
1562,878.0,no_tremor
1563,878.5,no_tremor
1564,879.0,no_tremor
1565,879.5,no_tremor
1566,880.0,no_tremor
1567,880.5,no_tremor
1568,881.0,no_tremor
1569,881.5,no_tremor
1570,882.0,no_tremor
1571,882.5,no_tremor
1572,883.0,no_tremor
1573,883.5,no_tremor
1574,884.0,no_tremor
1575,884.5,no_tremor
1576,885.0,no_tremor
1577,885.5,no_tremor
1578,886.0,tremor
1579,886.5,no_tremor
1580,887.0,no_tremor
1581,887.5,no_tremor
1582,888.0,no_tremor
1583,888.5,no_tremor
1584,889.0,no_tremor
1585,889.5,no_tremor
2142,890.0,no_tremor.flat
1586,890.5,no_tremor
1587,891.0,no_tremor
1588,891.5,no_tremor
1589,892.0,no_tremor
1590,892.5,no_tremor
1591,893.0,no_tremor
1592,893.5,no_tremor
1593,894.0,no_tremor
1594,894.5,no_tremor
1595,895.0,no_tremor
1596,895.5,no_tremor
1597,896.0,no_tremor
1598,896.5,no_tremor
1599,897.0,no_tremor
1600,897.5,no_tremor
1601,898.0,no_tremor
1602,898.5,no_tremor
1603,899.0,no_tremor
1604,899.5,no_tremor
1605,900.0,no_tremor
1606,900.5,no_tremor
1607,901.0,tremor
1608,901.5,no_tremor
1609,902.0,no_tremor
1610,902.5,no_tremor
1611,903.0,no_tremor
1612,903.5,no_tremor
1613,904.0,no_tremor
1614,904.5,no_tremor
2143,905.0,no_tremor.flat
1615,905.5,no_tremor
2144,906.0,no_tremor.flat
1616,906.5,no_tremor
1617,907.0,no_tremor
1618,907.5,no_tremor
1619,908.0,no_tremor
1620,908.5,no_tremor
1621,909.0,no_tremor
1622,909.5,no_tremor
1623,910.0,no_tremor
1624,910.5,no_tremor
1625,911.0,no_tremor
1626,911.5,tremor
1627,912.0,no_tremor
1628,912.5,no_tremor
1629,913.0,no_tremor
1630,913.5,no_tremor
1631,914.0,no_tremor
1632,914.5,no_tremor
1633,915.0,no_tremor
1634,915.5,no_tremor
1635,916.0,no_tremor
1636,916.5,no_tremor
1637,917.0,no_tremor
1638,917.5,no_tremor
1639,918.0,no_tremor
1640,918.5,no_tremor
1641,919.0,no_tremor
1642,919.5,no_tremor
1643,920.0,no_tremor
1644,920.5,no_tremor
1645,921.0,no_tremor
1646,921.5,no_tremor
1647,922.0,no_tremor
1648,922.5,no_tremor
1649,923.0,no_tremor
1650,923.5,no_tremor
1651,924.0,no_tremor
1652,924.5,no_tremor
1653,925.0,no_tremor
1654,925.5,no_tremor
1655,926.0,no_tremor
1656,926.5,no_tremor
1657,927.0,no_tremor
1658,927.5,no_tremor
1659,928.0,no_tremor
2145,928.5,no_tremor.flat
2146,929.0,no_tremor.flat
2147,929.5,no_tremor.flat
1660,930.0,no_tremor
1661,930.5,no_tremor
1662,931.0,no_tremor
1663,931.5,no_tremor
1664,932.0,no_tremor
2148,932.5,no_tremor.flat
2149,933.0,no_tremor.flat
2150,933.5,no_tremor.flat
1665,934.0,no_tremor
2151,934.5,no_tremor.flat
1666,935.0,no_tremor
1667,935.5,no_tremor
1668,936.0,no_tremor
1669,936.5,no_tremor
1670,937.0,no_tremor
1671,937.5,no_tremor
1672,938.0,no_tremor
1673,938.5,no_tremor
1674,939.0,no_tremor
1675,939.5,no_tremor
1676,940.0,no_tremor
1677,940.5,no_tremor
1678,941.0,no_tremor
1679,941.5,no_tremor
1680,942.0,no_tremor
1681,942.5,no_tremor
1682,943.0,no_tremor
1683,943.5,no_tremor
1684,944.0,no_tremor
1685,944.5,no_tremor
1686,945.0,no_tremor
1687,945.5,no_tremor
1688,946.0,no_tremor
1689,946.5,no_tremor
1690,947.0,no_tremor
1691,947.5,no_tremor
1692,948.0,no_tremor
1693,948.5,no_tremor
1694,949.0,no_tremor
2152,949.5,no_tremor.flat
2153,950.0,no_tremor.flat
2156,950.5,no_tremor.flat
2154,951.0,no_tremor.flat
2161,951.5,no_tremor.flat
2163,952.0,no_tremor.flat
2155,952.5,no_tremor.flat
2157,953.0,no_tremor.flat
2164,953.5,no_tremor.flat
2158,954.0,no_tremor.flat
2165,954.5,no_tremor.flat
2159,955.0,no_tremor.flat
1695,955.5,no_tremor
2160,956.0,no_tremor.flat
1696,956.5,no_tremor
1697,957.0,no_tremor
1698,957.5,no_tremor
2166,958.0,no_tremor.flat
1699,958.5,no_tremor
2162,959.0,no_tremor.flat
1700,959.5,no_tremor
1701,960.0,no_tremor
1702,960.5,no_tremor
1703,961.0,no_tremor
1704,961.5,no_tremor
1705,962.0,no_tremor
1706,962.5,no_tremor
1707,963.0,no_tremor
1708,963.5,no_tremor
1709,964.0,no_tremor
1710,964.5,no_tremor
2167,965.0,no_tremor.flat
1711,965.5,no_tremor
1712,966.0,no_tremor
1713,966.5,no_tremor
1714,967.0,no_tremor
1715,967.5,no_tremor
1716,968.0,no_tremor
1717,968.5,no_tremor
1718,969.0,no_tremor
1719,969.5,no_tremor
2168,970.0,no_tremor.flat
2169,970.5,no_tremor.flat
1720,971.0,no_tremor
1721,971.5,no_tremor
1722,972.0,no_tremor
1723,972.5,no_tremor
1724,973.0,no_tremor
1725,973.5,no_tremor
1726,974.0,no_tremor
1727,974.5,no_tremor
1728,975.0,no_tremor
1729,975.5,no_tremor
1730,976.0,no_tremor
1731,976.5,no_tremor
1732,977.0,no_tremor
1733,977.5,no_tremor
1734,978.0,no_tremor
1735,978.5,no_tremor
1736,979.0,no_tremor
1737,979.5,no_tremor
1738,980.0,no_tremor
1739,980.5,no_tremor
1740,981.0,no_tremor
1741,981.5,no_tremor
1742,982.0,no_tremor
1743,982.5,no_tremor
1744,983.0,no_tremor
1745,983.5,no_tremor
1746,984.0,no_tremor
1747,984.5,no_tremor
1748,985.0,no_tremor
1749,985.5,no_tremor
1750,986.0,no_tremor
1751,986.5,no_tremor
1752,987.0,no_tremor
1753,987.5,no_tremor
1754,988.0,no_tremor
1755,988.5,no_tremor
1756,989.0,no_tremor
1757,989.5,no_tremor
1758,990.0,no_tremor
1759,990.5,no_tremor
1760,991.0,no_tremor
1761,991.5,no_tremor
1762,992.0,no_tremor
1763,992.5,no_tremor
1764,993.0,no_tremor
1765,993.5,no_tremor
1766,994.0,no_tremor
1767,994.5,no_tremor
1768,995.0,no_tremor
1769,995.5,no_tremor
1770,996.0,no_tremor
1771,996.5,no_tremor
1772,997.0,no_tremor
1773,997.5,no_tremor
1774,998.0,no_tremor
1775,998.5,no_tremor
1776,999.0,no_tremor
1777,999.5,no_tremor
1778,1000.0,no_tremor
1779,1000.5,no_tremor
1780,1001.0,no_tremor
1781,1001.5,no_tremor
2170,1002.0,no_tremor.flat
1782,1002.5,no_tremor
1783,1003.0,no_tremor
2171,1003.5,no_tremor.flat
1784,1004.0,no_tremor
1785,1004.5,no_tremor
2172,1005.0,no_tremor.flat
1786,1005.5,no_tremor
1787,1006.0,no_tremor
1788,1006.5,no_tremor
1789,1007.0,no_tremor
1790,1007.5,no_tremor
1791,1008.0,no_tremor
1792,1008.5,no_tremor
1793,1009.0,no_tremor
1794,1009.5,no_tremor
2174,1010.0,no_tremor.flat
2173,1010.5,no_tremor.flat
2175,1011.0,no_tremor.flat
1795,1011.5,no_tremor
1796,1012.0,no_tremor
1797,1012.5,no_tremor
2178,1013.0,no_tremor.flat
2176,1013.5,no_tremor.flat
2177,1014.0,no_tremor.flat
1798,1014.5,no_tremor
2181,1015.0,no_tremor.flat
1799,1015.5,no_tremor
2179,1016.0,no_tremor.flat
2180,1016.5,no_tremor.flat
1800,1017.0,no_tremor
1801,1017.5,no_tremor
1802,1018.0,no_tremor
1803,1018.5,no_tremor
2182,1019.0,no_tremor.flat
2186,1019.5,no_tremor.flat
2183,1020.0,no_tremor.flat
2189,1020.5,no_tremor.flat
2184,1021.0,no_tremor.flat
2191,1021.5,no_tremor.flat
2185,1022.0,no_tremor.flat
1804,1022.5,no_tremor
2192,1023.0,no_tremor.flat
2214,1023.5,no_tremor.flat
2187,1024.0,no_tremor.flat
2196,1024.5,no_tremor.flat
2188,1025.0,no_tremor.flat
1805,1025.5,no_tremor
1806,1026.0,no_tremor
1807,1026.5,no_tremor
2190,1027.0,no_tremor.flat
2197,1027.5,no_tremor.flat
2241,1028.0,no_tremor.flat
1808,1028.5,no_tremor
1809,1029.0,no_tremor
2201,1029.5,no_tremor.flat
2193,1030.0,no_tremor.flat
2202,1030.5,no_tremor.flat
2194,1031.0,no_tremor.flat
2203,1031.5,no_tremor.flat
2195,1032.0,no_tremor.flat
2260,1032.5,no_tremor.flat
1810,1033.0,no_tremor
1811,1033.5,no_tremor
1812,1034.0,no_tremor
1813,1034.5,no_tremor
2198,1035.0,no_tremor.flat
2205,1035.5,no_tremor.flat
2199,1036.0,no_tremor.flat
2206,1036.5,no_tremor.flat
2200,1037.0,no_tremor.flat
2209,1037.5,no_tremor.flat
2270,1038.0,no_tremor.flat
2271,1038.5,no_tremor.flat
2211,1039.0,no_tremor.flat
2277,1039.5,no_tremor.flat
1814,1040.0,no_tremor
2212,1040.5,no_tremor.flat
2204,1041.0,no_tremor.flat
1815,1041.5,no_tremor
1816,1042.0,no_tremor
2292,1042.5,no_tremor.flat
1817,1043.0,no_tremor
1818,1043.5,no_tremor
2207,1044.0,no_tremor.flat
2216,1044.5,no_tremor.flat
2208,1045.0,no_tremor.flat
2307,1045.5,no_tremor.flat
1819,1046.0,no_tremor
2311,1046.5,no_tremor.flat
2210,1047.0,no_tremor.flat
2219,1047.5,no_tremor.flat
2220,1048.0,no_tremor.flat
2319,1048.5,no_tremor.flat
1820,1049.0,no_tremor
2221,1049.5,no_tremor.flat
2213,1050.0,no_tremor.flat
2222,1050.5,no_tremor.flat
1821,1051.0,no_tremor
1822,1051.5,no_tremor
2215,1052.0,no_tremor.flat
1823,1052.5,no_tremor
2320,1053.0,no_tremor.flat
2321,1053.5,no_tremor.flat
2217,1054.0,no_tremor.flat
2226,1054.5,no_tremor.flat
2218,1055.0,no_tremor.flat
2227,1055.5,no_tremor.flat
1824,1056.0,no_tremor
2322,1056.5,no_tremor.flat
1825,1057.0,no_tremor
2323,1057.5,no_tremor.flat
2230,1058.0,no_tremor.flat
2324,1058.5,no_tremor.flat
1826,1059.0,no_tremor
1827,1059.5,no_tremor
2223,1060.0,no_tremor.flat
2231,1060.5,no_tremor.flat
2224,1061.0,no_tremor.flat
2325,1061.5,no_tremor.flat
2225,1062.0,no_tremor.flat
2326,1062.5,no_tremor.flat
2327,1063.0,no_tremor.flat
2328,1063.5,no_tremor.flat
2236,1064.0,no_tremor.flat
2329,1064.5,no_tremor.flat
2228,1065.0,no_tremor.flat
2330,1065.5,no_tremor.flat
2229,1066.0,no_tremor.flat
2331,1066.5,no_tremor.flat
1828,1067.0,no_tremor
2332,1067.5,no_tremor.flat
2333,1068.0,no_tremor.flat
2334,1068.5,no_tremor.flat
2232,1069.0,no_tremor.flat
2335,1069.5,no_tremor.flat
2233,1070.0,no_tremor.flat
2336,1070.5,no_tremor.flat
2234,1071.0,no_tremor.flat
2337,1071.5,no_tremor.flat
2235,1072.0,no_tremor.flat
2244,1072.5,no_tremor.flat
2338,1073.0,no_tremor.flat
